"","country","iso3","g.whoregion","row.rank.ret","year.ret","source.ret","all.areas.covered.ret","surv.quality.ret","dst.rlt.ret","mdr.ret","mdr.ret.pcnt","mdr.ret.pcnt.lo","mdr.ret.pcnt.hi","dr.r.nh.ret","dr.r.nh.ret.pcnt","dr.r.nh.ret.pcnt.lo","dr.r.nh.ret.pcnt.hi","xpert.ret","xpert.dr.r.ret","xpert.dr.r.ret.pcnt","xpert.dr.r.ret.pcnt.lo","xpert.dr.r.ret.pcnt.hi","r.rlt.ret","rr.ret","rr.ret.pcnt","rr.ret.pcnt.lo","rr.ret.pcnt.hi","dst.rlt.hr.ret","dst.rlt.hr.ret.pcnt","dst.rlt.hr.ret.pcnt.lo","dst.rlt.hr.ret.pcnt.hi","dst.rlt.rr.ret","dst.rlt.rr.ret.pcnt","dst.rlt.rr.ret.pcnt.lo","dst.rlt.rr.ret.pcnt.hi","dr.h.nr.ret","dr.h.nr.ret.pcnt","dr.h.nr.ret.pcnt.lo","dr.h.nr.ret.pcnt.hi"
"410","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",21,1995,"Surveillance",1,"A",148,25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"411","Georgia","GEO","EUR",1,2014,"Surveillance",1,"A",503,197,NA,NA,NA,7,NA,NA,NA,122,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
"412","Georgia","GEO","EUR",2,2013,"Surveillance",1,"A",527,201,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA
"413","Georgia","GEO","EUR",3,2012,"Surveillance",1,"A",541,169,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA
"414","Georgia","GEO","EUR",4,2011,"Surveillance",1,"A",675,214,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA
"415","Georgia","GEO","EUR",5,2010,"Surveillance",1,"A",558,171,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA
"416","Georgia","GEO","EUR",6,2009,"Surveillance",1,"A",594,185,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA
"417","Georgia","GEO","EUR",7,2006,"Survey",1,"A",515,NA,27.38,23.04,32.29,NA,1.17,0.43,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.81,16.14,24.04
"418","Ghana","GHA","AFR",1,2020,"Surveillance",1,"A",619,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,30,NA,NA,NA,11,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
"419","Gambia","GMB","AFR",1,2000,"Survey",1,"A",15,NA,0,0,18.1,NA,0,0,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.1
"420","Greece","GRC","EUR",1,2020,"Surveillance",1,"A",16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"421","Greece","GRC","EUR",2,2010,"Surveillance",1,"A",11,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"422","Greece","GRC","EUR",3,2009,"Surveillance",1,"A",14,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"423","Greece","GRC","EUR",4,2007,"Surveillance",1,"A",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"424","Guatemala","GTM","AMR",1,2022,"Surveillance",1,"A",245,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,13,NA,NA,NA,13,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"425","Guatemala","GTM","AMR",2,2020,"Surveillance",1,"R",174,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,23,NA,NA,NA,33,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"426","Guatemala","GTM","AMR",3,2002,"Survey",1,"A",155,NA,26.45,19.7,34.13,NA,2.58,0.71,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68,5.52,15.46
"427","Guam","GUM","WPR",1,2021,"Surveillance",1,"A",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"428","Guam","GUM","WPR",2,2020,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"429","Guam","GUM","WPR",3,2017,"Surveillance",1,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"430","Guam","GUM","WPR",4,2011,"Surveillance",1,"A",2,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"431","Guam","GUM","WPR",5,2010,"Surveillance",1,"A",2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"432","Guam","GUM","WPR",6,2009,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"433","Guam","GUM","WPR",7,2007,"pre-2010 TME data collection",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","China, Hong Kong SAR","HKG","WPR",1,2022,"Surveillance",1,"A",142,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,7,NA,NA,NA,22,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"435","China, Hong Kong SAR","HKG","WPR",2,2021,"Surveillance",1,"A",156,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,6,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"436","China, Hong Kong SAR","HKG","WPR",3,2020,"Surveillance",1,"A",159,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,2,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"437","China, Hong Kong SAR","HKG","WPR",4,2019,"Surveillance",1,"A",176,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,5,NA,NA,NA,29,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"438","China, Hong Kong SAR","HKG","WPR",5,2017,"Surveillance",1,"A",194,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,9,NA,NA,NA,22,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"439","China, Hong Kong SAR","HKG","WPR",6,2011,"Surveillance",1,"A",207,6,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"440","China, Hong Kong SAR","HKG","WPR",7,2009,"Surveillance",1,"A",234,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"441","China, Hong Kong SAR","HKG","WPR",8,2008,"Surveillance",1,"A",310,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
"442","China, Hong Kong SAR","HKG","WPR",9,2007,"Surveillance",1,"A",335,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
"443","China, Hong Kong SAR","HKG","WPR",10,2005,"Surveillance",1,"A",163,13,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"444","China, Hong Kong SAR","HKG","WPR",11,2004,"Surveillance",1,"A",373,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
"445","China, Hong Kong SAR","HKG","WPR",12,2001,"Surveillance",1,"A",169,19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"446","China, Hong Kong SAR","HKG","WPR",13,2000,"Surveillance",1,"A",207,19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
"447","China, Hong Kong SAR","HKG","WPR",14,1999,"Surveillance",1,"A",220,17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"448","China, Hong Kong SAR","HKG","WPR",15,1998,"Surveillance",1,"A",266,30,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"449","China, Hong Kong SAR","HKG","WPR",16,1997,"Surveillance",1,"A",314,24,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA
"450","China, Hong Kong SAR","HKG","WPR",17,1996,"Surveillance",1,"A",783,75,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA
"451","Honduras","HND","AMR",1,2004,"Survey",1,"A",73,NA,12.33,5.8,22.12,NA,8.22,3.08,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33,5.8,22.12
"452","Croatia","HRV","EUR",1,2020,"Surveillance",1,"R",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"453","Croatia","HRV","EUR",2,2018,"Surveillance",1,"A",16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"454","Croatia","HRV","EUR",3,2015,"Surveillance",1,"A",21,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"455","Croatia","HRV","EUR",4,2014,"Surveillance",1,"A",29,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"456","Croatia","HRV","EUR",5,2013,"Surveillance",1,"A",14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"457","Croatia","HRV","EUR",6,2012,"Surveillance",1,"A",28,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"458","Croatia","HRV","EUR",7,2011,"Surveillance",1,"A",40,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"459","Croatia","HRV","EUR",8,2006,"pre-2010 TME data collection",1,"A",82,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Croatia","HRV","EUR",9,2005,"Surveillance",1,"A",61,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"461","Croatia","HRV","EUR",10,2004,"Surveillance",1,"A",88,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"462","Croatia","HRV","EUR",11,2003,"Surveillance",1,"A",105,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"463","Croatia","HRV","EUR",12,2002,"Surveillance",1,"A",97,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"464","Croatia","HRV","EUR",13,2001,"Surveillance",1,"A",93,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"465","Croatia","HRV","EUR",14,2000,"Surveillance",1,"A",99,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"466","Croatia","HRV","EUR",15,1999,"Surveillance",1,"A",93,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"467","Hungary","HUN","EUR",1,2022,"Surveillance",1,"A",13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"468","Hungary","HUN","EUR",2,2021,"Surveillance",1,"A",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,5,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"469","Hungary","HUN","EUR",3,2020,"Surveillance",1,"A",21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"470","Hungary","HUN","EUR",4,2010,"Surveillance",1,"A",86,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"471","Hungary","HUN","EUR",5,2009,"Surveillance",1,"A",49,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"472","India","IND","SEA",1,2019,"Surveillance",1,"R",109762,5323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131162,18100,NA,NA,NA,12652,NA,NA,NA,5654,NA,NA,NA,NA,NA,NA,NA
"473","India","IND","SEA",2,2016,"Survey",1,"A",1893,NA,11.6,10.2,13.2,NA,NA,NA,NA,1896,NA,11.6,10,13.2,1893,NA,11.7,10.3,13.2,NA,25.1,23.1,27.1,NA,11.7,10.3,13.2,NA,NA,NA,NA
"474","Ireland","IRL","EUR",1,2021,"Surveillance",1,"R",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"475","Ireland","IRL","EUR",2,2019,"Surveillance",1,"R",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"476","Ireland","IRL","EUR",3,2018,"Surveillance",1,"R",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"477","Ireland","IRL","EUR",4,2015,"Surveillance",1,"A",10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"478","Ireland","IRL","EUR",5,2014,"Surveillance",1,"A",12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"479","Ireland","IRL","EUR",6,2013,"Surveillance",1,"A",12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"480","Ireland","IRL","EUR",7,2012,"Surveillance",1,"A",17,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"481","Ireland","IRL","EUR",8,2011,"Surveillance",1,"A",14,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"482","Ireland","IRL","EUR",9,2010,"Surveillance",1,"A",24,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"483","Ireland","IRL","EUR",10,2009,"Surveillance",1,"A",30,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"484","Ireland","IRL","EUR",11,2007,"pre-2010 TME data collection",1,"A",15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Ireland","IRL","EUR",12,2006,"pre-2010 TME data collection",1,"A",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Ireland","IRL","EUR",13,2005,"Surveillance",1,"A",10,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"487","Ireland","IRL","EUR",14,2004,"Surveillance",1,"A",9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"488","Ireland","IRL","EUR",15,2003,"Surveillance",1,"A",10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"489","Ireland","IRL","EUR",16,2002,"Surveillance",1,"A",11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"490","Ireland","IRL","EUR",17,2001,"Surveillance",1,"A",14,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"491","Ireland","IRL","EUR",18,2000,"Surveillance",1,"A",26,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"492","Ireland","IRL","EUR",19,1999,"Surveillance",1,"A",22,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"493","Iran (Islamic Republic of)","IRN","EMR",1,2021,"Surveillance",1,"R",235,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,20,NA,NA,NA,44,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"494","Iran (Islamic Republic of)","IRN","EMR",2,2016,"Surveillance",1,"R",434,22,NA,NA,NA,14,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
"495","Iran (Islamic Republic of)","IRN","EMR",3,2014,"Survey",1,"A",107,NA,12.4,6.2,18.5,NA,0,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.6,8
"496","Iran (Islamic Republic of)","IRN","EMR",4,1998,"Survey",1,"A",56,NA,48.21,34.66,61.97,NA,1.79,0.05,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,0.05,9.55
"497","Iraq","IRQ","EMR",1,2022,"Surveillance",1,"R",194,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,99,NA,NA,NA,19,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA
"498","Iraq","IRQ","EMR",2,2021,"Surveillance",1,"R",149,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,57,NA,NA,NA,54,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
"499","Iraq","IRQ","EMR",3,2020,"Surveillance",1,"R",143,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,68,NA,NA,NA,67,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
"500","Iraq","IRQ","EMR",4,2017,"Surveillance",1,"R",301,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,90,NA,NA,NA,164,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA
"501","Iraq","IRQ","EMR",5,2013,"Survey",1,"A",154,NA,19.7,12.5,26.8,NA,4.3,1.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,4,13.6
"502","Iceland","ISL","EUR",1,2022,"Surveillance",1,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"503","Iceland","ISL","EUR",2,2017,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"504","Iceland","ISL","EUR",3,2014,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"505","Iceland","ISL","EUR",4,2012,"Surveillance",1,"A",1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"506","Iceland","ISL","EUR",5,2009,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"507","Iceland","ISL","EUR",6,2007,"pre-2010 TME data collection",1,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Iceland","ISL","EUR",7,2005,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"509","Iceland","ISL","EUR",8,2004,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"510","Iceland","ISL","EUR",9,2001,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"511","Iceland","ISL","EUR",10,2000,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"512","Iceland","ISL","EUR",11,1999,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"513","Israel","ISR","EUR",1,2022,"Surveillance",1,"A",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"514","Israel","ISR","EUR",2,2021,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"515","Israel","ISR","EUR",3,2020,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"516","Israel","ISR","EUR",4,2018,"Surveillance",1,"A",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"517","Israel","ISR","EUR",5,2017,"Surveillance",1,"A",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
