"","country","iso3","g.whoregion","row.rank.new","year.new","source.new","all.areas.covered.new","surv.quality.new","dst.rlt.new","mdr.new","mdr.new.pcnt","mdr.new.pcnt.lo","mdr.new.pcnt.hi","dr.r.nh.new","dr.r.nh.new.pcnt","dr.r.nh.new.pcnt.lo","dr.r.nh.new.pcnt.hi","xpert.new","xpert.dr.r.new","xpert.dr.r.new.pcnt","xpert.dr.r.new.pcnt.lo","xpert.dr.r.new.pcnt.hi","r.rlt.new","rr.new","rr.new.pcnt","rr.new.pcnt.lo","rr.new.pcnt.hi","dst.rlt.hr.new","dst.rlt.hr.new.pcnt","dst.rlt.hr.new.pcnt.lo","dst.rlt.hr.new.pcnt.hi","dst.rlt.rr.new","dst.rlt.rr.new.pcnt","dst.rlt.rr.new.pcnt.lo","dst.rlt.rr.new.pcnt.hi","dr.h.nr.new","dr.h.nr.new.pcnt","dr.h.nr.new.pcnt.lo","dr.h.nr.new.pcnt.hi"
"329","Germany","DEU","EUR",19,1997,"Surveillance",1,"A",1556,8,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA
"330","Djibouti","DJI","EMR",1,2015,"Survey",1,"A",187,NA,7.5,4.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,4.7,2.8,7.7,NA,11.8,7.5,17.3,NA,11.8,7.5,17.3,NA,NA,NA,NA
"331","Dominica","DMA","AMR",1,2011,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"332","Denmark","DNK","EUR",1,2022,"Surveillance",1,"A",130,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,6,NA,NA,NA,9,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"333","Denmark","DNK","EUR",2,2021,"Surveillance",1,"A",113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1,NA,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"334","Denmark","DNK","EUR",3,2020,"Surveillance",1,"A",128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,1,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"335","Denmark","DNK","EUR",4,2019,"Surveillance",1,"A",171,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,3,NA,NA,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"336","Denmark","DNK","EUR",5,2018,"Surveillance",1,"A",160,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"337","Denmark","DNK","EUR",6,2017,"Surveillance",1,"A",155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"338","Denmark","DNK","EUR",7,2015,"Surveillance",1,"A",208,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"339","Denmark","DNK","EUR",8,2014,"Surveillance",1,"A",197,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"340","Denmark","DNK","EUR",9,2013,"Surveillance",1,"A",198,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"341","Denmark","DNK","EUR",10,2012,"Surveillance",1,"A",260,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"342","Denmark","DNK","EUR",11,2011,"Surveillance",1,"A",257,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"343","Denmark","DNK","EUR",12,2010,"Surveillance",1,"A",255,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"344","Denmark","DNK","EUR",13,2009,"Surveillance",1,"A",209,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"345","Denmark","DNK","EUR",14,2008,"Surveillance",1,"A",253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"346","Denmark","DNK","EUR",15,2007,"pre-2010 TME data collection",1,"A",269,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Denmark","DNK","EUR",16,2006,"pre-2010 TME data collection",1,"A",286,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Denmark","DNK","EUR",17,2005,"Surveillance",1,"A",307,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"349","Denmark","DNK","EUR",18,2004,"Surveillance",1,"A",267,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
"350","Denmark","DNK","EUR",19,2003,"Surveillance",1,"A",283,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"351","Denmark","DNK","EUR",20,2002,"Surveillance",1,"A",273,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"352","Denmark","DNK","EUR",21,2001,"Surveillance",1,"A",356,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
"353","Denmark","DNK","EUR",22,2000,"Surveillance",1,"A",392,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
"354","Denmark","DNK","EUR",23,1999,"Surveillance",1,"A",392,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
"355","Denmark","DNK","EUR",24,1998,"Surveillance",1,"A",412,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"356","Dominican Republic","DOM","AMR",1,1995,"Survey",1,"A",303,NA,6.6,4.08,10.01,NA,9.57,6.5,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,9.6,17.54
"357","Algeria","DZA","AFR",1,2002,"Survey",1,"A",574,NA,1.4,0.6,2.7,NA,0,0,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,0.93,3.55
"358","Algeria","DZA","AFR",2,1988,"Survey",1,"A",243,NA,1.2,0.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Ecuador","ECU","AMR",1,2002,"Survey",1,"A",812,NA,4.93,3.52,6.71,NA,2.34,1.41,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03,4.46,7.98
"360","Egypt","EGY","EMR",1,2021,"Surveillance",1,"A",2962,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2962,75,NA,NA,NA,44,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
"361","Egypt","EGY","EMR",2,2020,"Surveillance",1,"A",2815,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2815,22,NA,NA,NA,8,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"362","Egypt","EGY","EMR",3,2011,"Survey",1,"A",1047,NA,3.4,1.9,4.9,NA,10.6,8.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,4.7,7.7
"363","Egypt","EGY","EMR",4,2002,"Survey",1,"A",632,NA,2.22,1.21,3.72,NA,4.75,3.2,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,5.6,10.07
"364","Eritrea","ERI","AFR",1,2018,"Survey",1,"A",502,NA,1,0.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,NA,2,1,3.6,NA,4.4,2.8,6.6,NA,2,1,3.6,NA,NA,NA,NA
"365","Spain","ESP","EUR",1,2015,"Surveillance",1,"A",769,30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA
"366","Estonia","EST","EUR",1,2022,"Surveillance",1,"A",78,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,19,NA,NA,NA,21,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"367","Estonia","EST","EUR",2,2021,"Surveillance",1,"A",68,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,16,NA,NA,NA,19,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"368","Estonia","EST","EUR",3,2020,"Surveillance",1,"A",88,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,17,NA,NA,NA,23,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"369","Estonia","EST","EUR",4,2019,"Surveillance",1,"A",102,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,18,NA,NA,NA,26,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"370","Estonia","EST","EUR",5,2018,"Surveillance",1,"A",100,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,23,NA,NA,NA,31,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"371","Estonia","EST","EUR",6,2017,"Surveillance",1,"A",119,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,26,NA,NA,NA,37,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"372","Estonia","EST","EUR",7,2016,"Surveillance",1,"A",132,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"373","Estonia","EST","EUR",8,2015,"Surveillance",1,"A",133,18,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"374","Estonia","EST","EUR",9,2014,"Surveillance",1,"A",154,30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"375","Estonia","EST","EUR",10,2013,"Surveillance",1,"A",168,29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"376","Estonia","EST","EUR",11,2012,"Surveillance",1,"A",193,38,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"377","Estonia","EST","EUR",12,2011,"Surveillance",1,"A",210,48,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"378","Estonia","EST","EUR",13,2010,"Surveillance",1,"A",199,36,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"379","Estonia","EST","EUR",14,2009,"Surveillance",1,"A",241,54,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"380","Estonia","EST","EUR",15,2008,"Surveillance",1,"A",272,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"381","Estonia","EST","EUR",16,2007,"pre-2010 TME data collection",1,"A",316,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Estonia","EST","EUR",17,2006,"pre-2010 TME data collection",1,"A",279,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Estonia","EST","EUR",18,2005,"Surveillance",1,"A",316,42,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"384","Estonia","EST","EUR",19,2004,"Surveillance",1,"A",358,51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"385","Estonia","EST","EUR",20,2003,"Surveillance",1,"A",361,51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
"386","Estonia","EST","EUR",21,2002,"Surveillance",1,"A",373,63,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"387","Estonia","EST","EUR",22,2001,"Surveillance",1,"A",375,53,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
"388","Estonia","EST","EUR",23,2000,"Surveillance",1,"A",410,50,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA
"389","Estonia","EST","EUR",24,1999,"Surveillance",1,"A",428,75,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA
"390","Estonia","EST","EUR",25,1998,"Surveillance",1,"A",377,53,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"391","Estonia","EST","EUR",26,1994,"Survey",1,"A",266,NA,10.15,6.8,14.42,NA,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,7.42,15.28
"392","Ethiopia","ETH","AFR",1,2018,"Survey",1,"A",1723,NA,1.02,0.49,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,1.08,0.55,1.61,NA,5.14,3.76,6.52,NA,1.27,0.65,1.9,NA,3.94,2.78,5.11
"393","Ethiopia","ETH","AFR",2,2005,"Survey",1,"A",804,NA,1.62,0.86,2.76,NA,1.12,0.51,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,4.51,8.06
"394","Finland","FIN","EUR",1,2022,"Surveillance",1,"N",102,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,7,NA,NA,NA,13,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"395","Finland","FIN","EUR",2,2021,"Surveillance",1,"N",87,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2,NA,NA,NA,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"396","Finland","FIN","EUR",3,2020,"Surveillance",1,"N",100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"397","Finland","FIN","EUR",4,2019,"Surveillance",1,"N",121,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2,NA,NA,NA,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"398","Finland","FIN","EUR",5,2018,"Surveillance",1,"N",127,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,4,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"399","Finland","FIN","EUR",6,2017,"Surveillance",1,"A",134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,4,NA,NA,NA,11,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"400","Finland","FIN","EUR",7,2016,"Surveillance",1,"A",125,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"401","Finland","FIN","EUR",8,2015,"Surveillance",1,"A",157,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"402","Finland","FIN","EUR",9,2014,"Surveillance",1,"A",150,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"403","Finland","FIN","EUR",10,2013,"Surveillance",1,"A",163,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"404","Finland","FIN","EUR",11,2012,"Surveillance",1,"A",206,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"405","Finland","FIN","EUR",12,2011,"Surveillance",1,"A",238,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"406","Finland","FIN","EUR",13,2010,"Surveillance",1,"A",239,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"407","Finland","FIN","EUR",14,2009,"Surveillance",1,"A",295,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"408","Finland","FIN","EUR",15,2008,"Surveillance",1,"A",238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"409","Finland","FIN","EUR",16,2007,"pre-2010 TME data collection",1,"A",216,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Finland","FIN","EUR",17,2006,"pre-2010 TME data collection",1,"A",250,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Finland","FIN","EUR",18,2005,"Surveillance",1,"A",198,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"412","Finland","FIN","EUR",19,2004,"Surveillance",1,"A",200,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"413","Finland","FIN","EUR",20,2003,"Surveillance",1,"A",271,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"414","Finland","FIN","EUR",21,2002,"Surveillance",1,"A",325,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"415","Finland","FIN","EUR",22,2001,"Surveillance",1,"A",348,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"416","Finland","FIN","EUR",23,2000,"Surveillance",1,"A",374,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"417","Finland","FIN","EUR",24,1999,"Surveillance",1,"A",371,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"418","Finland","FIN","EUR",25,1997,"Surveillance",1,"A",410,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"419","Fiji","FJI","WPR",1,2006,"pre-2010 TME data collection",1,"A",43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","France","FRA","EUR",1,2014,"Surveillance",1,"A",2511,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","France","FRA","EUR",2,2009,"Surveillance",1,"A",2890,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA
"422","France","FRA","EUR",3,2008,"pre-2010 TME data collection",1,"A",1313,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","France","FRA","EUR",4,2007,"Surveillance",1,"A",1255,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA
"424","France","FRA","EUR",5,2006,"pre-2010 TME data collection",1,"A",1368,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","France","FRA","EUR",6,2005,"Surveillance",1,"A",1291,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA
"426","France","FRA","EUR",7,2004,"Surveillance",1,"A",1431,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"427","France","FRA","EUR",8,2003,"Surveillance",1,"A",1485,13,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
"428","France","FRA","EUR",9,2002,"Surveillance",1,"A",1255,11,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
"429","France","FRA","EUR",10,2001,"Surveillance",1,"A",1056,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"430","France","FRA","EUR",11,2000,"Surveillance",1,"A",947,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"431","France","FRA","EUR",12,1999,"Surveillance",1,"A",910,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
"432","France","FRA","EUR",13,1997,"Surveillance",1,"A",787,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
"433","France","FRA","EUR",14,1996,"Surveillance",1,"A",1491,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA
"434","Micronesia (Federated States of)","FSM","WPR",1,2019,"Surveillance",1,"N",27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"435","Micronesia (Federated States of)","FSM","WPR",2,2018,"Surveillance",1,"N",24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"436","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",1,2021,"Surveillance",1,"N",1731,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734,33,NA,NA,NA,119,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
"437","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",2,2020,"Surveillance",1,"N",1542,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,31,NA,NA,NA,123,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
