"","country","iso3","g.whoregion","row.rank.new","year.new","source.new","all.areas.covered.new","surv.quality.new","dst.rlt.new","mdr.new","mdr.new.pcnt","mdr.new.pcnt.lo","mdr.new.pcnt.hi","dr.r.nh.new","dr.r.nh.new.pcnt","dr.r.nh.new.pcnt.lo","dr.r.nh.new.pcnt.hi","xpert.new","xpert.dr.r.new","xpert.dr.r.new.pcnt","xpert.dr.r.new.pcnt.lo","xpert.dr.r.new.pcnt.hi","r.rlt.new","rr.new","rr.new.pcnt","rr.new.pcnt.lo","rr.new.pcnt.hi","dst.rlt.hr.new","dst.rlt.hr.new.pcnt","dst.rlt.hr.new.pcnt.lo","dst.rlt.hr.new.pcnt.hi","dst.rlt.rr.new","dst.rlt.rr.new.pcnt","dst.rlt.rr.new.pcnt.lo","dst.rlt.rr.new.pcnt.hi","dr.h.nr.new","dr.h.nr.new.pcnt","dr.h.nr.new.pcnt.lo","dr.h.nr.new.pcnt.hi"
"647","Republic of Korea","KOR","WPR",5,2018,"Surveillance",1,"A",12831,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13814,443,NA,NA,NA,1115,NA,NA,NA,427,NA,NA,NA,NA,NA,NA,NA
"648","Republic of Korea","KOR","WPR",6,2017,"Surveillance",1,"A",12739,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13558,440,NA,NA,NA,1124,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,NA
"649","Republic of Korea","KOR","WPR",7,2016,"Surveillance",1,"A",13428,369,NA,NA,NA,98,NA,NA,NA,541,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,NA,NA,NA
"650","Republic of Korea","KOR","WPR",8,2004,"Survey",1,"A",2636,NA,2.69,2.1,3.4,NA,1.02,0.67,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21,6.22,8.31
"651","Republic of Korea","KOR","WPR",9,2003,"Survey",1,"A",1348,NA,2.37,1.62,3.35,NA,0.82,0.41,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57,6.17,9.18
"652","Republic of Korea","KOR","WPR",10,1999,"Survey",1,"A",2370,NA,2.19,1.64,2.88,NA,0.76,0.45,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.43,7.52
"653","Kuwait","KWT","EMR",1,2022,"Surveillance",1,"N",247,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,5,NA,NA,NA,19,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"654","Kuwait","KWT","EMR",2,2021,"Surveillance",1,"N",395,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,5,NA,NA,NA,22,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"655","Kuwait","KWT","EMR",3,2020,"Surveillance",1,"N",299,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,7,NA,NA,NA,18,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"656","Kuwait","KWT","EMR",4,2019,"Surveillance",1,"N",333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,4,NA,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"657","Kuwait","KWT","EMR",5,2018,"Surveillance",1,"N",333,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,5,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"658","Kuwait","KWT","EMR",6,2017,"Surveillance",1,"A",373,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,6,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"659","Kuwait","KWT","EMR",7,2016,"Surveillance",1,"A",360,9,NA,NA,NA,1,NA,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"660","Kuwait","KWT","EMR",8,2015,"Surveillance",1,"A",536,8,NA,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
"661","Kuwait","KWT","EMR",9,2014,"Surveillance",1,"A",319,7,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"662","Kuwait","KWT","EMR",10,2013,"Surveillance",1,"A",440,3,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
"663","Kuwait","KWT","EMR",11,2011,"Surveillance",1,"A",282,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
"664","Kuwait","KWT","EMR",12,2010,"Surveillance",1,"A",437,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA
"665","Kuwait","KWT","EMR",13,2009,"Surveillance",1,"A",427,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"666","Lao People's Democratic Republic","LAO","WPR",1,2018,"Survey",1,"A",776,NA,0.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,NA,1.2,0.5,2,NA,4.8,3.4,6.5,NA,1.4,0.7,2.5,NA,NA,NA,NA
"667","Lebanon","LBN","EMR",1,2021,"Surveillance",1,"A",228,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,3,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"668","Lebanon","LBN","EMR",2,2017,"Survey",1,"A",228,NA,0.87,0.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,1.3,0.3,3.8,NA,NA,NA,NA,NA,1.3,0.3,3.8,NA,NA,NA,NA
"669","Lebanon","LBN","EMR",3,2003,"Survey",1,"A",190,NA,1.05,0.13,3.75,NA,1.58,0.33,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05,6.97,16.4
"670","Sri Lanka","LKA","SEA",1,2018,"Survey",1,"A",1052,NA,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421,NA,0.1,0,0.5,NA,0.2,0,0.7,NA,0.2,0,0.7,NA,NA,NA,NA
"671","Sri Lanka","LKA","SEA",2,2006,"Survey",1,"A",561,NA,0.18,0,0.99,NA,0.36,0.04,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.11,1.56
"672","Lesotho","LSO","AFR",1,2022,"Surveillance",1,"A",2648,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648,81,NA,NA,NA,9,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
"673","Lesotho","LSO","AFR",2,2014,"Survey",1,"A",1409,NA,3.2,2.2,4.1,NA,1.6,1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1,5.1
"674","Lesotho","LSO","AFR",3,1995,"Survey",1,"A",330,NA,0.91,0.19,2.63,NA,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97,4.47,10.27
"675","Lithuania","LTU","EUR",1,2022,"Surveillance",1,"A",535,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,81,NA,NA,NA,124,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
"676","Lithuania","LTU","EUR",2,2021,"Surveillance",1,"A",465,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,73,NA,NA,NA,121,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
"677","Lithuania","LTU","EUR",3,2020,"Surveillance",1,"A",483,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,61,NA,NA,NA,97,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
"678","Lithuania","LTU","EUR",4,2019,"Surveillance",1,"A",725,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,100,NA,NA,NA,162,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
"679","Lithuania","LTU","EUR",5,2018,"Surveillance",1,"A",751,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,96,NA,NA,NA,161,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
"680","Lithuania","LTU","EUR",6,2017,"Surveillance",1,"A",855,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855,118,NA,NA,NA,207,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA
"681","Lithuania","LTU","EUR",7,2015,"Surveillance",1,"A",894,104,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA
"682","Lithuania","LTU","EUR",8,2014,"Surveillance",1,"A",938,128,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA
"683","Lithuania","LTU","EUR",9,2013,"Surveillance",1,"A",1006,116,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA
"684","Lithuania","LTU","EUR",10,2012,"Surveillance",1,"A",1017,116,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA
"685","Lithuania","LTU","EUR",11,2011,"Surveillance",1,"A",1031,114,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA
"686","Lithuania","LTU","EUR",12,2010,"Surveillance",1,"A",998,128,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA
"687","Lithuania","LTU","EUR",13,2009,"Surveillance",1,"A",1074,114,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA
"688","Lithuania","LTU","EUR",14,2008,"Surveillance",1,"A",1259,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA
"689","Lithuania","LTU","EUR",15,2007,"pre-2010 TME data collection",1,"A",1257,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Lithuania","LTU","EUR",16,2006,"pre-2010 TME data collection",1,"A",1346,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Lithuania","LTU","EUR",17,2005,"Surveillance",1,"A",1293,127,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA
"692","Lithuania","LTU","EUR",18,2004,"Surveillance",1,"A",1128,104,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA
"693","Lithuania","LTU","EUR",19,2003,"Surveillance",1,"A",955,86,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA
"694","Lithuania","LTU","EUR",20,2002,"Surveillance",1,"A",925,84,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA
"695","Lithuania","LTU","EUR",21,2001,"Surveillance",1,"A",972,75,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA
"696","Lithuania","LTU","EUR",22,2000,"Surveillance",1,"A",701,61,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA
"697","Lithuania","LTU","EUR",23,1999,"Surveillance",1,"A",819,64,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA
"698","Luxembourg","LUX","EUR",1,2021,"Surveillance",1,"A",21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"699","Luxembourg","LUX","EUR",2,2020,"Surveillance",1,"A",18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"700","Luxembourg","LUX","EUR",3,2006,"pre-2010 TME data collection",1,"A",33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Luxembourg","LUX","EUR",4,2005,"Surveillance",1,"A",36,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"702","Luxembourg","LUX","EUR",5,2004,"Surveillance",1,"A",31,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"703","Luxembourg","LUX","EUR",6,2003,"Surveillance",1,"A",53,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"704","Luxembourg","LUX","EUR",7,2002,"Surveillance",1,"A",31,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"705","Luxembourg","LUX","EUR",8,2001,"Surveillance",1,"A",28,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"706","Luxembourg","LUX","EUR",9,2000,"Surveillance",1,"A",39,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"707","Latvia","LVA","EUR",1,2022,"Surveillance",1,"A",217,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,26,NA,NA,NA,57,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"708","Latvia","LVA","EUR",2,2021,"Surveillance",1,"A",158,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,14,NA,NA,NA,42,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"709","Latvia","LVA","EUR",3,2017,"Surveillance",1,"A",364,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,29,NA,NA,NA,92,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
"710","Latvia","LVA","EUR",4,2016,"Surveillance",1,"A",422,32,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA
"711","Latvia","LVA","EUR",5,2015,"Surveillance",1,"A",458,36,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA
"712","Latvia","LVA","EUR",6,2014,"Surveillance",1,"A",466,38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA
"713","Latvia","LVA","EUR",7,2013,"Surveillance",1,"A",545,48,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA
"714","Latvia","LVA","EUR",8,2012,"Surveillance",1,"A",666,74,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA
"715","Latvia","LVA","EUR",9,2011,"Surveillance",1,"A",562,71,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA
"716","Latvia","LVA","EUR",10,2010,"Surveillance",1,"A",613,64,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA
"717","Latvia","LVA","EUR",11,2009,"Surveillance",1,"A",618,83,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA
"718","Latvia","LVA","EUR",12,2008,"Surveillance",1,"A",684,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA
"719","Latvia","LVA","EUR",13,2007,"pre-2010 TME data collection",1,"A",810,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Latvia","LVA","EUR",14,2006,"pre-2010 TME data collection",1,"A",796,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Latvia","LVA","EUR",15,2005,"Surveillance",1,"A",873,94,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA
"722","Latvia","LVA","EUR",16,2004,"Surveillance",1,"A",895,114,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA
"723","Latvia","LVA","EUR",17,2003,"Surveillance",1,"A",965,80,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA
"724","Latvia","LVA","EUR",18,2002,"Surveillance",1,"A",953,91,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA
"725","Latvia","LVA","EUR",19,2001,"Surveillance",1,"A",911,99,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA
"726","Latvia","LVA","EUR",20,2000,"Surveillance",1,"A",897,83,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA
"727","Latvia","LVA","EUR",21,1999,"Surveillance",1,"A",825,86,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA
"728","Latvia","LVA","EUR",22,1998,"Surveillance",1,"A",789,71,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA
"729","Latvia","LVA","EUR",23,1996,"Surveillance",1,"A",347,50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA
"730","China, Macao SAR","MAC","WPR",1,2022,"Surveillance",1,"A",184,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,6,NA,NA,NA,20,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"731","China, Macao SAR","MAC","WPR",2,2021,"Surveillance",1,"A",191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,3,NA,NA,NA,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"732","China, Macao SAR","MAC","WPR",3,2020,"Surveillance",1,"A",209,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,4,NA,NA,NA,20,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"733","China, Macao SAR","MAC","WPR",4,2019,"Surveillance",1,"A",221,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,5,NA,NA,NA,19,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"734","China, Macao SAR","MAC","WPR",5,2018,"Surveillance",1,"A",203,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,4,NA,NA,NA,17,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"735","China, Macao SAR","MAC","WPR",6,2015,"Surveillance",1,"A",243,3,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"736","China, Macao SAR","MAC","WPR",7,2014,"Surveillance",1,"A",230,4,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"737","China, Macao SAR","MAC","WPR",8,2013,"Surveillance",1,"A",244,5,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"738","China, Macao SAR","MAC","WPR",9,2012,"Surveillance",1,"A",261,2,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"739","China, Macao SAR","MAC","WPR",10,2011,"Surveillance",1,"A",258,4,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"740","China, Macao SAR","MAC","WPR",11,2010,"Surveillance",1,"A",221,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"741","China, Macao SAR","MAC","WPR",12,2009,"Surveillance",1,"A",201,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"742","China, Macao SAR","MAC","WPR",13,2008,"Surveillance",1,"A",243,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"743","China, Macao SAR","MAC","WPR",14,2007,"Surveillance",1,"A",251,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"744","China, Macao SAR","MAC","WPR",15,2006,"pre-2010 TME data collection",1,"A",251,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","China, Macao SAR","MAC","WPR",16,2005,"Surveillance",1,"A",265,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
"746","Morocco","MAR","EMR",1,2014,"Survey",1,"A",1086,NA,1,0.3,1.7,NA,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.8,3.8
"747","Morocco","MAR","EMR",2,2006,"Survey",1,"A",1049,NA,0.48,0.15,1.11,NA,0.29,0.06,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,2.56,4.97
"748","Republic of Moldova","MDA","EUR",1,2022,"Surveillance",1,"A",936,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096,238,NA,NA,NA,214,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA
"749","Republic of Moldova","MDA","EUR",2,2021,"Surveillance",1,"A",916,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991,256,NA,NA,NA,328,NA,NA,NA,256,NA,NA,NA,NA,NA,NA,NA
"750","Republic of Moldova","MDA","EUR",3,2019,"Surveillance",1,"N",1194,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342,441,NA,NA,NA,402,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA
"751","Republic of Moldova","MDA","EUR",4,2018,"Surveillance",1,"A",1264,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1397,402,NA,NA,NA,419,NA,NA,NA,346,NA,NA,NA,NA,NA,NA,NA
"752","Republic of Moldova","MDA","EUR",5,2017,"Surveillance",1,"A",1159,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444,399,NA,NA,NA,424,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,NA
"753","Republic of Moldova","MDA","EUR",6,2015,"Surveillance",1,"A",1292,402,NA,NA,NA,18,NA,NA,NA,252,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
"754","Republic of Moldova","MDA","EUR",7,2012,"Surveillance",1,"A",1264,299,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA
