"","country","iso3","g.whoregion","row.rank.new","year.new","source.new","all.areas.covered.new","area.desc.new","surv.quality.new","dst.rlt.new","mdr.new","mdr.new.pcnt","mdr.new.pcnt.lo","mdr.new.pcnt.hi","dr.r.nh.new","dr.r.nh.new.pcnt","dr.r.nh.new.pcnt.lo","dr.r.nh.new.pcnt.hi","xpert.new","xpert.dr.r.new","xpert.dr.r.new.pcnt","xpert.dr.r.new.pcnt.lo","xpert.dr.r.new.pcnt.hi","r.rlt.new","rr.new","rr.new.pcnt","rr.new.pcnt.lo","rr.new.pcnt.hi","dst.rlt.hr.new","dst.rlt.hr.new.pcnt","dst.rlt.hr.new.pcnt.lo","dst.rlt.hr.new.pcnt.hi","dst.rlt.rr.new","dst.rlt.rr.new.pcnt","dst.rlt.rr.new.pcnt.lo","dst.rlt.rr.new.pcnt.hi","dr.h.nr.new","dr.h.nr.new.pcnt","dr.h.nr.new.pcnt.lo","dr.h.nr.new.pcnt.hi"
"732","Republic of Korea","KOR","WPR",4,2019,"Surveillance",1,NA,"A",11875,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13053,429,NA,NA,NA,1059,NA,NA,NA,404,NA,NA,NA,NA,NA,NA,NA
"733","Republic of Korea","KOR","WPR",5,2018,"Surveillance",1,NA,"A",12831,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13814,443,NA,NA,NA,1115,NA,NA,NA,427,NA,NA,NA,NA,NA,NA,NA
"734","Republic of Korea","KOR","WPR",6,2017,"Surveillance",1,NA,"A",12739,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13558,440,NA,NA,NA,1124,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,NA
"735","Republic of Korea","KOR","WPR",7,2016,"Surveillance",1,NA,"A",13428,369,NA,NA,NA,98,NA,NA,NA,541,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,NA,NA,NA
"736","Republic of Korea","KOR","WPR",8,2004,"Survey",1,NA,"A",2636,NA,2.69,2.1,3.4,NA,1.02,0.67,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21,6.22,8.31
"737","Republic of Korea","KOR","WPR",9,2003,"Survey",1,NA,"A",1348,NA,2.37,1.62,3.35,NA,0.82,0.41,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57,6.17,9.18
"738","Republic of Korea","KOR","WPR",10,1999,"Survey",1,NA,"A",2370,NA,2.19,1.64,2.88,NA,0.76,0.45,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.43,7.52
"739","Kuwait","KWT","EMR",1,2022,"Surveillance",1,NA,"N",247,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,5,NA,NA,NA,19,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"740","Kuwait","KWT","EMR",2,2021,"Surveillance",1,NA,"N",395,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,5,NA,NA,NA,22,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"741","Kuwait","KWT","EMR",3,2020,"Surveillance",1,NA,"N",299,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,7,NA,NA,NA,18,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"742","Kuwait","KWT","EMR",4,2019,"Surveillance",1,NA,"N",333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,4,NA,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"743","Kuwait","KWT","EMR",5,2018,"Surveillance",1,NA,"N",333,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,5,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"744","Kuwait","KWT","EMR",6,2017,"Surveillance",1,NA,"A",373,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,6,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"745","Kuwait","KWT","EMR",7,2016,"Surveillance",1,NA,"A",360,9,NA,NA,NA,1,NA,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"746","Kuwait","KWT","EMR",8,2015,"Surveillance",1,NA,"A",536,8,NA,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
"747","Kuwait","KWT","EMR",9,2014,"Surveillance",1,NA,"A",319,7,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"748","Kuwait","KWT","EMR",10,2013,"Surveillance",1,NA,"A",440,3,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
"749","Kuwait","KWT","EMR",11,2011,"Surveillance",1,NA,"A",282,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
"750","Kuwait","KWT","EMR",12,2010,"Surveillance",1,NA,"A",437,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA
"751","Kuwait","KWT","EMR",13,2009,"Surveillance",1,NA,"A",427,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"752","Lao People's Democratic Republic","LAO","WPR",1,2022,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5061,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Lao People's Democratic Republic","LAO","WPR",2,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796,13,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"754","Lao People's Democratic Republic","LAO","WPR",3,2020,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3810,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Lao People's Democratic Republic","LAO","WPR",4,2019,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3243,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Lao People's Democratic Republic","LAO","WPR",5,2018,"Survey",1,NA,"A",776,NA,0.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,NA,1.2,0.5,2,NA,4.8,3.4,6.5,NA,1.4,0.7,2.5,NA,NA,NA,NA
"757","Lebanon","LBN","EMR",1,2022,"Surveillance",1,NA,"A",68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,3,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"758","Lebanon","LBN","EMR",2,2021,"Surveillance",1,NA,"A",228,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,3,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"759","Lebanon","LBN","EMR",3,2020,"Surveillance",1,NA,"A",23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,2,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"760","Lebanon","LBN","EMR",4,2019,"Surveillance",1,NA,"N",27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,9,NA,NA,NA,7,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"761","Lebanon","LBN","EMR",5,2018,"Surveillance",1,NA,"A",17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"762","Lebanon","LBN","EMR",6,2017,"Surveillance",1,NA,"A",107,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,5,NA,NA,NA,10,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"763","Lebanon","LBN","EMR",7,2017,"Survey",1,NA,"A",228,NA,0.87,0.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,1.3,0.3,3.8,NA,NA,NA,NA,NA,1.3,0.3,3.8,NA,NA,NA,NA
"764","Lebanon","LBN","EMR",8,2003,"Survey",1,NA,"A",190,NA,1.05,0.13,3.75,NA,1.58,0.33,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05,6.97,16.4
"765","Libya","LBY","EMR",1,2020,"Surveillance",1,NA,"N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,12,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"766","Saint Lucia","LCA","AMR",1,2022,"Surveillance",1,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Saint Lucia","LCA","AMR",2,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"768","Saint Lucia","LCA","AMR",3,2018,"Surveillance",1,NA,"N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"769","Saint Lucia","LCA","AMR",4,2013,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"770","Sri Lanka","LKA","SEA",1,2018,"Survey",1,NA,"A",1052,NA,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421,NA,0.1,0,0.5,NA,0.2,0,0.7,NA,0.2,0,0.7,NA,NA,NA,NA
"771","Sri Lanka","LKA","SEA",2,2006,"Survey",1,NA,"A",561,NA,0.18,0,0.99,NA,0.36,0.04,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.11,1.56
"772","Lesotho","LSO","AFR",1,2022,"Surveillance",1,NA,"A",2648,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648,81,NA,NA,NA,9,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
"773","Lesotho","LSO","AFR",2,2021,"Surveillance",1,NA,"A",53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2279,53,NA,NA,NA,0,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
"774","Lesotho","LSO","AFR",3,2020,"Surveillance",1,NA,"A",109,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2209,109,NA,NA,NA,3,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA
"775","Lesotho","LSO","AFR",4,2019,"Surveillance",1,NA,"A",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3431,179,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
"776","Lesotho","LSO","AFR",5,2014,"Survey",1,NA,"A",1409,NA,3.2,2.2,4.1,NA,1.6,1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1,5.1
"777","Lesotho","LSO","AFR",6,1995,"Survey",1,NA,"A",330,NA,0.91,0.19,2.63,NA,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97,4.47,10.27
"778","Lithuania","LTU","EUR",1,2022,"Surveillance",1,NA,"A",535,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,81,NA,NA,NA,124,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
"779","Lithuania","LTU","EUR",2,2021,"Surveillance",1,NA,"A",465,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,73,NA,NA,NA,121,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
"780","Lithuania","LTU","EUR",3,2020,"Surveillance",1,NA,"A",483,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,61,NA,NA,NA,97,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
"781","Lithuania","LTU","EUR",4,2019,"Surveillance",1,NA,"A",725,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,100,NA,NA,NA,162,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
"782","Lithuania","LTU","EUR",5,2018,"Surveillance",1,NA,"A",751,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,96,NA,NA,NA,161,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
"783","Lithuania","LTU","EUR",6,2017,"Surveillance",1,NA,"A",855,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855,118,NA,NA,NA,207,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA
"784","Lithuania","LTU","EUR",7,2015,"Surveillance",1,NA,"A",894,104,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA
"785","Lithuania","LTU","EUR",8,2014,"Surveillance",1,NA,"A",938,128,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA
"786","Lithuania","LTU","EUR",9,2013,"Surveillance",1,NA,"A",1006,116,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA
"787","Lithuania","LTU","EUR",10,2012,"Surveillance",1,NA,"A",1017,116,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA
"788","Lithuania","LTU","EUR",11,2011,"Surveillance",1,NA,"A",1031,114,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA
"789","Lithuania","LTU","EUR",12,2010,"Surveillance",1,NA,"A",998,128,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA
"790","Lithuania","LTU","EUR",13,2009,"Surveillance",1,NA,"A",1074,114,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA
"791","Lithuania","LTU","EUR",14,2008,"Surveillance",1,NA,"A",1259,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA
"792","Lithuania","LTU","EUR",15,2007,"pre-2010 TME data collection",1,NA,"A",1257,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Lithuania","LTU","EUR",16,2006,"pre-2010 TME data collection",1,NA,"A",1346,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Lithuania","LTU","EUR",17,2005,"Surveillance",1,NA,"A",1293,127,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA
"795","Lithuania","LTU","EUR",18,2004,"Surveillance",1,NA,"A",1128,104,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA
"796","Lithuania","LTU","EUR",19,2003,"Surveillance",1,NA,"A",955,86,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA
"797","Lithuania","LTU","EUR",20,2002,"Surveillance",1,NA,"A",925,84,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA
"798","Lithuania","LTU","EUR",21,2001,"Surveillance",1,NA,"A",972,75,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA
"799","Lithuania","LTU","EUR",22,2000,"Surveillance",1,NA,"A",701,61,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA
"800","Lithuania","LTU","EUR",23,1999,"Surveillance",1,NA,"A",819,64,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA
"801","Luxembourg","LUX","EUR",1,2021,"Surveillance",1,NA,"A",21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"802","Luxembourg","LUX","EUR",2,2020,"Surveillance",1,NA,"A",18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"803","Luxembourg","LUX","EUR",3,2014,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"804","Luxembourg","LUX","EUR",4,2012,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"805","Luxembourg","LUX","EUR",5,2011,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"806","Luxembourg","LUX","EUR",6,2009,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"807","Luxembourg","LUX","EUR",7,2006,"pre-2010 TME data collection",1,NA,"A",33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Luxembourg","LUX","EUR",8,2005,"Surveillance",1,NA,"A",36,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"809","Luxembourg","LUX","EUR",9,2004,"Surveillance",1,NA,"A",31,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"810","Luxembourg","LUX","EUR",10,2003,"Surveillance",1,NA,"A",53,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"811","Luxembourg","LUX","EUR",11,2002,"Surveillance",1,NA,"A",31,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"812","Luxembourg","LUX","EUR",12,2001,"Surveillance",1,NA,"A",28,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"813","Luxembourg","LUX","EUR",13,2000,"Surveillance",1,NA,"A",39,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"814","Latvia","LVA","EUR",1,2022,"Surveillance",1,NA,"A",217,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,26,NA,NA,NA,57,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"815","Latvia","LVA","EUR",2,2021,"Surveillance",1,NA,"A",158,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,14,NA,NA,NA,42,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"816","Latvia","LVA","EUR",3,2017,"Surveillance",1,NA,"A",364,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,29,NA,NA,NA,92,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
"817","Latvia","LVA","EUR",4,2016,"Surveillance",1,NA,"A",422,32,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA
"818","Latvia","LVA","EUR",5,2015,"Surveillance",1,NA,"A",458,36,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA
"819","Latvia","LVA","EUR",6,2014,"Surveillance",1,NA,"A",466,38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA
"820","Latvia","LVA","EUR",7,2013,"Surveillance",1,NA,"A",545,48,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA
"821","Latvia","LVA","EUR",8,2012,"Surveillance",1,NA,"A",666,74,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA
"822","Latvia","LVA","EUR",9,2011,"Surveillance",1,NA,"A",562,71,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA
"823","Latvia","LVA","EUR",10,2010,"Surveillance",1,NA,"A",613,64,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA
"824","Latvia","LVA","EUR",11,2009,"Surveillance",1,NA,"A",618,83,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA
"825","Latvia","LVA","EUR",12,2008,"Surveillance",1,NA,"A",684,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA
"826","Latvia","LVA","EUR",13,2007,"pre-2010 TME data collection",1,NA,"A",810,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Latvia","LVA","EUR",14,2006,"pre-2010 TME data collection",1,NA,"A",796,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Latvia","LVA","EUR",15,2005,"Surveillance",1,NA,"A",873,94,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA
"829","Latvia","LVA","EUR",16,2004,"Surveillance",1,NA,"A",895,114,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA
"830","Latvia","LVA","EUR",17,2003,"Surveillance",1,NA,"A",965,80,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA
"831","Latvia","LVA","EUR",18,2002,"Surveillance",1,NA,"A",953,91,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA
"832","Latvia","LVA","EUR",19,2001,"Surveillance",1,NA,"A",911,99,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA
"833","Latvia","LVA","EUR",20,2000,"Surveillance",1,NA,"A",897,83,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA
"834","Latvia","LVA","EUR",21,1999,"Surveillance",1,NA,"A",825,86,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA
"835","Latvia","LVA","EUR",22,1998,"Surveillance",1,NA,"A",789,71,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA
"836","Latvia","LVA","EUR",23,1996,"Surveillance",1,NA,"A",347,50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA
"837","China, Macao SAR","MAC","WPR",1,2022,"Surveillance",1,NA,"A",184,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,6,NA,NA,NA,20,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
