"","country","iso3","g.whoregion","row.rank.new","year.new","source.new","all.areas.covered.new","area.desc.new","surv.quality.new","dst.rlt.new","mdr.new","mdr.new.pcnt","mdr.new.pcnt.lo","mdr.new.pcnt.hi","dr.r.nh.new","dr.r.nh.new.pcnt","dr.r.nh.new.pcnt.lo","dr.r.nh.new.pcnt.hi","xpert.new","xpert.dr.r.new","xpert.dr.r.new.pcnt","xpert.dr.r.new.pcnt.lo","xpert.dr.r.new.pcnt.hi","r.rlt.new","rr.new","rr.new.pcnt","rr.new.pcnt.lo","rr.new.pcnt.hi","dst.rlt.hr.new","dst.rlt.hr.new.pcnt","dst.rlt.hr.new.pcnt.lo","dst.rlt.hr.new.pcnt.hi","dst.rlt.rr.new","dst.rlt.rr.new.pcnt","dst.rlt.rr.new.pcnt.lo","dst.rlt.rr.new.pcnt.hi","dr.h.nr.new","dr.h.nr.new.pcnt","dr.h.nr.new.pcnt.lo","dr.h.nr.new.pcnt.hi"
"372","Denmark","DNK","EUR",7,2015,"Surveillance",1,NA,"A",208,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"373","Denmark","DNK","EUR",8,2014,"Surveillance",1,NA,"A",197,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"374","Denmark","DNK","EUR",9,2013,"Surveillance",1,NA,"A",198,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"375","Denmark","DNK","EUR",10,2012,"Surveillance",1,NA,"A",260,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"376","Denmark","DNK","EUR",11,2011,"Surveillance",1,NA,"A",257,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"377","Denmark","DNK","EUR",12,2010,"Surveillance",1,NA,"A",255,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"378","Denmark","DNK","EUR",13,2009,"Surveillance",1,NA,"A",209,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"379","Denmark","DNK","EUR",14,2008,"Surveillance",1,NA,"A",253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"380","Denmark","DNK","EUR",15,2007,"pre-2010 TME data collection",1,NA,"A",269,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Denmark","DNK","EUR",16,2006,"pre-2010 TME data collection",1,NA,"A",286,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Denmark","DNK","EUR",17,2005,"Surveillance",1,NA,"A",307,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"383","Denmark","DNK","EUR",18,2004,"Surveillance",1,NA,"A",267,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
"384","Denmark","DNK","EUR",19,2003,"Surveillance",1,NA,"A",283,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"385","Denmark","DNK","EUR",20,2002,"Surveillance",1,NA,"A",273,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"386","Denmark","DNK","EUR",21,2001,"Surveillance",1,NA,"A",356,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
"387","Denmark","DNK","EUR",22,2000,"Surveillance",1,NA,"A",392,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
"388","Denmark","DNK","EUR",23,1999,"Surveillance",1,NA,"A",392,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
"389","Denmark","DNK","EUR",24,1998,"Surveillance",1,NA,"A",412,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"390","Dominican Republic","DOM","AMR",1,2022,"Surveillance",1,NA,"A",134,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2231,147,NA,NA,NA,40,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"391","Dominican Republic","DOM","AMR",2,2021,"Surveillance",1,NA,"A",354,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724,125,NA,NA,NA,85,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
"392","Dominican Republic","DOM","AMR",3,1995,"Survey",1,NA,"A",303,NA,6.6,4.08,10.01,NA,9.57,6.5,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,9.6,17.54
"393","Algeria","DZA","AFR",1,2002,"Survey",1,NA,"A",574,NA,1.4,0.6,2.7,NA,0,0,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,0.93,3.55
"394","Algeria","DZA","AFR",2,1988,"Survey",1,NA,"A",243,NA,1.2,0.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Ecuador","ECU","AMR",1,2020,"Surveillance",1,NA,"A",612,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900,95,NA,NA,NA,109,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
"396","Ecuador","ECU","AMR",2,2002,"Survey",1,NA,"A",812,NA,4.93,3.52,6.71,NA,2.34,1.41,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03,4.46,7.98
"397","Egypt","EGY","EMR",1,2021,"Surveillance",1,NA,"A",2962,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2962,75,NA,NA,NA,44,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
"398","Egypt","EGY","EMR",2,2020,"Surveillance",1,NA,"A",2815,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2815,22,NA,NA,NA,8,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"399","Egypt","EGY","EMR",3,2019,"Surveillance",1,NA,"N",1158,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360,47,NA,NA,NA,7,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
"400","Egypt","EGY","EMR",4,2018,"Surveillance",1,NA,"A",49,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3506,49,NA,NA,NA,6,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
"401","Egypt","EGY","EMR",5,2011,"Survey",1,NA,"A",1047,NA,3.4,1.9,4.9,NA,10.6,8.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,4.7,7.7
"402","Egypt","EGY","EMR",6,2002,"Survey",1,NA,"A",632,NA,2.22,1.21,3.72,NA,4.75,3.2,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,5.6,10.07
"403","Eritrea","ERI","AFR",1,2022,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"404","Eritrea","ERI","AFR",2,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,23,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"405","Eritrea","ERI","AFR",3,2020,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,20,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"406","Eritrea","ERI","AFR",4,2019,"Surveillance",1,NA,"N",16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,16,NA,NA,NA,6,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"407","Eritrea","ERI","AFR",5,2018,"Survey",1,NA,"A",502,NA,1,0.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,NA,2,1,3.6,NA,4.4,2.8,6.6,NA,2,1,3.6,NA,NA,NA,NA
"408","Spain","ESP","EUR",1,2015,"Surveillance",1,NA,"A",769,30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA
"409","Estonia","EST","EUR",1,2022,"Surveillance",1,NA,"A",78,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,19,NA,NA,NA,21,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"410","Estonia","EST","EUR",2,2021,"Surveillance",1,NA,"A",68,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,16,NA,NA,NA,19,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"411","Estonia","EST","EUR",3,2020,"Surveillance",1,NA,"A",88,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,17,NA,NA,NA,23,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"412","Estonia","EST","EUR",4,2019,"Surveillance",1,NA,"A",102,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,18,NA,NA,NA,26,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"413","Estonia","EST","EUR",5,2018,"Surveillance",1,NA,"A",100,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,23,NA,NA,NA,31,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"414","Estonia","EST","EUR",6,2017,"Surveillance",1,NA,"A",119,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,26,NA,NA,NA,37,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"415","Estonia","EST","EUR",7,2016,"Surveillance",1,NA,"A",132,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"416","Estonia","EST","EUR",8,2015,"Surveillance",1,NA,"A",133,18,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"417","Estonia","EST","EUR",9,2014,"Surveillance",1,NA,"A",154,30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"418","Estonia","EST","EUR",10,2013,"Surveillance",1,NA,"A",168,29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"419","Estonia","EST","EUR",11,2012,"Surveillance",1,NA,"A",193,38,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"420","Estonia","EST","EUR",12,2011,"Surveillance",1,NA,"A",210,48,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"421","Estonia","EST","EUR",13,2010,"Surveillance",1,NA,"A",199,36,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"422","Estonia","EST","EUR",14,2009,"Surveillance",1,NA,"A",241,54,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"423","Estonia","EST","EUR",15,2008,"Surveillance",1,NA,"A",272,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"424","Estonia","EST","EUR",16,2007,"pre-2010 TME data collection",1,NA,"A",316,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Estonia","EST","EUR",17,2006,"pre-2010 TME data collection",1,NA,"A",279,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Estonia","EST","EUR",18,2005,"Surveillance",1,NA,"A",316,42,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"427","Estonia","EST","EUR",19,2004,"Surveillance",1,NA,"A",358,51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"428","Estonia","EST","EUR",20,2003,"Surveillance",1,NA,"A",361,51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
"429","Estonia","EST","EUR",21,2002,"Surveillance",1,NA,"A",373,63,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"430","Estonia","EST","EUR",22,2001,"Surveillance",1,NA,"A",375,53,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
"431","Estonia","EST","EUR",23,2000,"Surveillance",1,NA,"A",410,50,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA
"432","Estonia","EST","EUR",24,1999,"Surveillance",1,NA,"A",428,75,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA
"433","Estonia","EST","EUR",25,1998,"Surveillance",1,NA,"A",377,53,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"434","Estonia","EST","EUR",26,1994,"Survey",1,NA,"A",266,NA,10.15,6.8,14.42,NA,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,7.42,15.28
"435","Ethiopia","ETH","AFR",1,2020,"Surveillance",1,NA,"N",106,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41164,548,NA,NA,NA,39,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
"436","Ethiopia","ETH","AFR",2,2018,"Surveillance",1,NA,"A",48,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36265,257,NA,NA,NA,22,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
"437","Ethiopia","ETH","AFR",3,2018,"Survey",1,NA,"A",1723,NA,1.02,0.49,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,1.08,0.55,1.61,NA,5.14,3.76,6.52,NA,1.27,0.65,1.9,NA,3.94,2.78,5.11
"438","Ethiopia","ETH","AFR",4,2005,"Survey",1,NA,"A",804,NA,1.62,0.86,2.76,NA,1.12,0.51,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,4.51,8.06
"439","Finland","FIN","EUR",1,2022,"Surveillance",1,NA,"N",102,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,7,NA,NA,NA,13,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"440","Finland","FIN","EUR",2,2021,"Surveillance",1,NA,"N",87,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2,NA,NA,NA,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"441","Finland","FIN","EUR",3,2020,"Surveillance",1,NA,"N",100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"442","Finland","FIN","EUR",4,2019,"Surveillance",1,NA,"N",121,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2,NA,NA,NA,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"443","Finland","FIN","EUR",5,2018,"Surveillance",1,NA,"N",127,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,4,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"444","Finland","FIN","EUR",6,2017,"Surveillance",1,NA,"A",134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,4,NA,NA,NA,11,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"445","Finland","FIN","EUR",7,2016,"Surveillance",1,NA,"A",125,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"446","Finland","FIN","EUR",8,2015,"Surveillance",1,NA,"A",157,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"447","Finland","FIN","EUR",9,2014,"Surveillance",1,NA,"A",150,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"448","Finland","FIN","EUR",10,2013,"Surveillance",1,NA,"A",163,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"449","Finland","FIN","EUR",11,2012,"Surveillance",1,NA,"A",206,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"450","Finland","FIN","EUR",12,2011,"Surveillance",1,NA,"A",238,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"451","Finland","FIN","EUR",13,2010,"Surveillance",1,NA,"A",239,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"452","Finland","FIN","EUR",14,2009,"Surveillance",1,NA,"A",295,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"453","Finland","FIN","EUR",15,2008,"Surveillance",1,NA,"A",238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"454","Finland","FIN","EUR",16,2007,"pre-2010 TME data collection",1,NA,"A",216,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Finland","FIN","EUR",17,2006,"pre-2010 TME data collection",1,NA,"A",250,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Finland","FIN","EUR",18,2005,"Surveillance",1,NA,"A",198,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"457","Finland","FIN","EUR",19,2004,"Surveillance",1,NA,"A",200,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"458","Finland","FIN","EUR",20,2003,"Surveillance",1,NA,"A",271,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"459","Finland","FIN","EUR",21,2002,"Surveillance",1,NA,"A",325,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"460","Finland","FIN","EUR",22,2001,"Surveillance",1,NA,"A",348,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"461","Finland","FIN","EUR",23,2000,"Surveillance",1,NA,"A",374,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"462","Finland","FIN","EUR",24,1999,"Surveillance",1,NA,"A",371,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"463","Finland","FIN","EUR",25,1997,"Surveillance",1,NA,"A",410,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"464","Fiji","FJI","WPR",1,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,4,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"465","Fiji","FJI","WPR",2,2020,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"466","Fiji","FJI","WPR",3,2019,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Fiji","FJI","WPR",4,2018,"Surveillance",1,NA,"A",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"468","Fiji","FJI","WPR",5,2017,"Surveillance",1,NA,"A",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"469","Fiji","FJI","WPR",6,2006,"pre-2010 TME data collection",1,NA,"A",43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","France","FRA","EUR",1,2014,"Surveillance",1,NA,"A",2511,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","France","FRA","EUR",2,2009,"Surveillance",1,NA,"A",2890,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA
"472","France","FRA","EUR",3,2008,"pre-2010 TME data collection",1,NA,"A",1313,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","France","FRA","EUR",4,2007,"Surveillance",1,NA,"A",1255,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA
"474","France","FRA","EUR",5,2006,"pre-2010 TME data collection",1,NA,"A",1368,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","France","FRA","EUR",6,2005,"Surveillance",1,NA,"A",1291,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA
"476","France","FRA","EUR",7,2004,"Surveillance",1,NA,"A",1431,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"477","France","FRA","EUR",8,2003,"Surveillance",1,NA,"A",1485,13,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
"478","France","FRA","EUR",9,2002,"Surveillance",1,NA,"A",1255,11,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
