"","country","iso3","g.whoregion","row.rank.ret","year.ret","source.ret","all.areas.covered.ret","area.desc.ret","surv.quality.ret","dst.rlt.ret","mdr.ret","mdr.ret.pcnt","mdr.ret.pcnt.lo","mdr.ret.pcnt.hi","dr.r.nh.ret","dr.r.nh.ret.pcnt","dr.r.nh.ret.pcnt.lo","dr.r.nh.ret.pcnt.hi","xpert.ret","xpert.dr.r.ret","xpert.dr.r.ret.pcnt","xpert.dr.r.ret.pcnt.lo","xpert.dr.r.ret.pcnt.hi","r.rlt.ret","rr.ret","rr.ret.pcnt","rr.ret.pcnt.lo","rr.ret.pcnt.hi","dst.rlt.hr.ret","dst.rlt.hr.ret.pcnt","dst.rlt.hr.ret.pcnt.lo","dst.rlt.hr.ret.pcnt.hi","dst.rlt.rr.ret","dst.rlt.rr.ret.pcnt","dst.rlt.rr.ret.pcnt.lo","dst.rlt.rr.ret.pcnt.hi","dr.h.nr.ret","dr.h.nr.ret.pcnt","dr.h.nr.ret.pcnt.lo","dr.h.nr.ret.pcnt.hi"
"1","Afghanistan","AFG","EMR",1,2020,"Surveillance",1,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Afghanistan","AFG","EMR",2,2019,"Surveillance",1,NA,"R",20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918,221,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"3","Afghanistan","AFG","EMR",3,2018,"Surveillance",1,NA,"R",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628,199,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"4","Albania","ALB","EUR",1,2021,"Surveillance",1,NA,"A",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"5","Albania","ALB","EUR",2,2020,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Albania","ALB","EUR",3,2012,"Surveillance",1,NA,"A",15,0,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"7","Albania","ALB","EUR",4,2011,"Surveillance",1,NA,"A",11,3,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"8","Albania","ALB","EUR",5,2010,"Surveillance",1,NA,"A",19,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"9","Andorra","AND","EUR",1,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"10","Andorra","AND","EUR",2,2016,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"11","Andorra","AND","EUR",3,2015,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"12","Andorra","AND","EUR",4,2014,"Surveillance",1,NA,"A",1,0,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"13","Andorra","AND","EUR",5,2013,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"14","Andorra","AND","EUR",6,2011,"Surveillance",1,NA,"A",1,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"15","Andorra","AND","EUR",7,2010,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"16","Andorra","AND","EUR",8,2009,"Surveillance",1,NA,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"17","Andorra","AND","EUR",9,2008,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"18","Andorra","AND","EUR",10,2007,"pre-2010 TME data collection",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Andorra","AND","EUR",11,2006,"pre-2010 TME data collection",1,NA,"A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Andorra","AND","EUR",12,2000,"Surveillance",1,NA,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"21","United Arab Emirates","ARE","EMR",1,2021,"Surveillance",1,NA,"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"22","United Arab Emirates","ARE","EMR",2,2019,"Surveillance",1,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"23","United Arab Emirates","ARE","EMR",3,2018,"Surveillance",1,NA,"R",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"24","United Arab Emirates","ARE","EMR",4,2017,"Surveillance",1,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"25","United Arab Emirates","ARE","EMR",5,2013,"Surveillance",1,NA,"R",5,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"26","Argentina","ARG","AMR",1,2005,"Survey",1,NA,"A",136,NA,15.44,9.82,22.63,NA,2.94,0.81,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,0.81,7.36
"27","Argentina","ARG","AMR",2,1999,"Survey",1,NA,"A",149,NA,9.4,5.23,15.26,NA,0.67,0.02,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,3.27,12
"28","Armenia","ARM","EUR",1,2022,"Surveillance",1,NA,"A",46,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,20,NA,NA,NA,26,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"29","Armenia","ARM","EUR",2,2021,"Surveillance",1,NA,"A",47,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,20,NA,NA,NA,18,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"30","Armenia","ARM","EUR",3,2020,"Surveillance",1,NA,"A",45,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,24,NA,NA,NA,29,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
"31","Armenia","ARM","EUR",4,2019,"Surveillance",1,NA,"A",65,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,27,NA,NA,NA,33,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
"32","Armenia","ARM","EUR",5,2017,"Surveillance",1,NA,"A",108,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,48,NA,NA,NA,52,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
"33","Armenia","ARM","EUR",6,2016,"Surveillance",1,NA,"A",104,60,NA,NA,NA,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"34","Armenia","ARM","EUR",7,2007,"Survey",1,NA,"A",340,NA,43.24,37.9,48.69,NA,3.82,2.05,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15.88,24.65
"35","American Samoa","ASM","WPR",1,2018,"Surveillance",1,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"36","Antigua and Barbuda","ATG","AMR",1,2022,"Surveillance",1,NA,"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"37","Australia","AUS","WPR",1,2019,"Surveillance",1,NA,"A",31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"38","Australia","AUS","WPR",2,2018,"Surveillance",1,NA,"A",41,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4,NA,NA,NA,10,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"39","Australia","AUS","WPR",3,2017,"Surveillance",1,NA,"A",25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,6,NA,NA,NA,9,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"40","Australia","AUS","WPR",4,2015,"Surveillance",1,NA,"A",25,6,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"41","Australia","AUS","WPR",5,2014,"Surveillance",1,NA,"A",40,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"42","Australia","AUS","WPR",6,2013,"Surveillance",1,NA,"A",24,1,NA,NA,NA,2,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"43","Australia","AUS","WPR",7,2012,"Surveillance",1,NA,"A",31,2,NA,NA,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"44","Australia","AUS","WPR",8,2011,"Surveillance",1,NA,"A",26,7,NA,NA,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"45","Australia","AUS","WPR",9,2010,"Surveillance",1,NA,"A",48,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"46","Austria","AUT","EUR",1,2016,"Surveillance",1,NA,"R",17,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"47","Austria","AUT","EUR",2,2015,"Surveillance",1,NA,"A",12,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"48","Austria","AUT","EUR",3,2014,"Surveillance",1,NA,"A",19,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"49","Austria","AUT","EUR",4,2013,"Surveillance",1,NA,"A",24,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"50","Austria","AUT","EUR",5,2012,"Surveillance",1,NA,"A",25,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"51","Austria","AUT","EUR",6,2011,"Surveillance",1,NA,"A",11,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"52","Austria","AUT","EUR",7,2010,"Surveillance",1,NA,"A",16,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"53","Austria","AUT","EUR",8,2009,"Surveillance",1,NA,"A",23,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"54","Austria","AUT","EUR",9,2008,"Surveillance",1,NA,"A",31,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"55","Austria","AUT","EUR",10,2007,"Surveillance",1,NA,"A",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Austria","AUT","EUR",11,2006,"pre-2010 TME data collection",1,NA,"A",11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Austria","AUT","EUR",12,2005,"Surveillance",1,NA,"A",16,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"58","Austria","AUT","EUR",13,2004,"Surveillance",1,NA,"A",13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"59","Austria","AUT","EUR",14,2003,"Surveillance",1,NA,"A",14,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"60","Austria","AUT","EUR",15,2002,"Surveillance",1,NA,"A",7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"61","Austria","AUT","EUR",16,2001,"Surveillance",1,NA,"A",41,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"62","Austria","AUT","EUR",17,2000,"Surveillance",1,NA,"A",67,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"63","Austria","AUT","EUR",18,1999,"Surveillance",1,NA,"A",53,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"64","Azerbaijan","AZE","EUR",1,2022,"Surveillance",1,NA,"A",2153,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2153,487,NA,NA,NA,420,NA,NA,NA,487,NA,NA,NA,NA,NA,NA,NA
"65","Azerbaijan","AZE","EUR",2,2021,"Surveillance",1,NA,"A",2159,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2159,487,NA,NA,NA,450,NA,NA,NA,487,NA,NA,NA,NA,NA,NA,NA
"66","Azerbaijan","AZE","EUR",3,2020,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Azerbaijan","AZE","EUR",4,2019,"Surveillance",1,NA,"A",1951,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2183,533,NA,NA,NA,431,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA
"68","Azerbaijan","AZE","EUR",5,2018,"Surveillance",1,NA,"A",2522,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2743,701,NA,NA,NA,679,NA,NA,NA,701,NA,NA,NA,NA,NA,NA,NA
"69","Azerbaijan","AZE","EUR",6,2017,"Surveillance",1,NA,"A",1707,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2690,762,NA,NA,NA,846,NA,NA,NA,513,NA,NA,NA,NA,NA,NA,NA
"70","Azerbaijan","AZE","EUR",7,2016,"Surveillance",1,NA,"R",1567,616,NA,NA,NA,36,NA,NA,NA,221,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA
"71","Azerbaijan","AZE","EUR",8,2013,"Survey",1,NA,"A",240,NA,27.5,22,33.6,NA,1.6,0.2,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,21.9,35.9
"72","Burundi","BDI","AFR",1,2018,"Surveillance",1,NA,"R",50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,50,NA,NA,NA,50,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
"73","Burundi","BDI","AFR",2,2017,"Surveillance",1,NA,"R",50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,50,NA,NA,NA,50,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
"74","Belgium","BEL","EUR",1,2015,"Surveillance",1,NA,"A",34,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"75","Belgium","BEL","EUR",2,2014,"Surveillance",1,NA,"A",47,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"76","Belgium","BEL","EUR",3,2013,"Surveillance",1,NA,"A",41,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"77","Belgium","BEL","EUR",4,2012,"Surveillance",1,NA,"A",53,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"78","Belgium","BEL","EUR",5,2011,"Surveillance",1,NA,"A",33,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"79","Belgium","BEL","EUR",6,2010,"Surveillance",1,NA,"A",59,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"80","Belgium","BEL","EUR",7,2009,"Surveillance",1,NA,"A",53,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"81","Belgium","BEL","EUR",8,2008,"Surveillance",1,NA,"A",48,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"82","Belgium","BEL","EUR",9,2007,"pre-2010 TME data collection",1,NA,"A",52,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Belgium","BEL","EUR",10,2006,"Surveillance",1,NA,"A",57,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"84","Belgium","BEL","EUR",11,2005,"Surveillance",1,NA,"A",41,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"85","Belgium","BEL","EUR",12,2004,"Surveillance",1,NA,"A",65,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"86","Belgium","BEL","EUR",13,2003,"Surveillance",1,NA,"A",65,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"87","Belgium","BEL","EUR",14,2002,"Surveillance",1,NA,"A",57,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"88","Belgium","BEL","EUR",15,2001,"Surveillance",1,NA,"A",74,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"89","Belgium","BEL","EUR",16,2000,"Surveillance",1,NA,"A",78,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"90","Benin","BEN","AFR",1,2022,"Surveillance",1,NA,"A",87,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,14,NA,NA,NA,20,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"91","Benin","BEN","AFR",2,2021,"Surveillance",1,NA,"A",93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,5,NA,NA,NA,13,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"92","Benin","BEN","AFR",3,2020,"Surveillance",1,NA,"R",75,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,15,NA,NA,NA,21,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"93","Benin","BEN","AFR",4,2019,"Surveillance",1,NA,"R",17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,22,NA,NA,NA,9,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"94","Benin","BEN","AFR",5,2018,"Surveillance",1,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Benin","BEN","AFR",6,2017,"Surveillance",1,NA,"R",11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,14,NA,NA,NA,6,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"96","Benin","BEN","AFR",7,2016,"Surveillance",1,NA,"R",226,15,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"97","Benin","BEN","AFR",8,2014,"Surveillance",1,NA,"R",165,8,NA,NA,NA,1,NA,NA,NA,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"98","Benin","BEN","AFR",9,2011,"Surveillance",1,NA,"R",152,20,NA,NA,NA,6,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"99","Benin","BEN","AFR",10,2010,"Survey",1,NA,"A",45,NA,13.3,5.5,27.5,NA,13.3,5.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,8.5,32.6
"100","Burkina Faso","BFA","AFR",1,2022,"Surveillance",1,NA,"R",18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,17,NA,NA,NA,15,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"101","Burkina Faso","BFA","AFR",2,2017,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,14.3,8.5,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Bangladesh","BGD","SEA",1,2022,"Surveillance",1,NA,"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8171,539,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"103","Bangladesh","BGD","SEA",2,2021,"Surveillance",1,NA,"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8119,420,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"104","Bangladesh","BGD","SEA",3,2020,"Surveillance",1,NA,"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5507,321,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"105","Bangladesh","BGD","SEA",4,2019,"Surveillance",1,NA,"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6802,760,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"106","Bangladesh","BGD","SEA",5,2019,"Survey",1,NA,"A",123,NA,11.4,7.2,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,12.2,8.9,16.5,NA,17.9,12.7,24.6,NA,13,9.5,17.6,NA,6.5,4,10.5
"107","Bangladesh","BGD","SEA",6,2018,"Surveillance",1,NA,"R",35,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5892,412,NA,NA,NA,10,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
